Unnamed: 0,label,text,hindi,bengali
85,Hypertension,"I have been dealing with a headache and chest pain for a few days now, but today the dizziness and loss of balance became much worse.","मैं कुछ दिनों से सिरदर्द और सीने में दर्द से निपट रहा हूं, लेकिन आज चक्कर आना और संतुलन का नुकसान बहुत खराब हो गया।","আমি এখন কয়েক দিন ধরে মাথা ব্যথা এবং বুকে ব্যথা নিয়ে কাজ করছি, তবে আজ মাথা ঘোরা এবং ভারসাম্য হ্রাস আরও খারাপ হয়ে উঠেছে।"
86,Hypertension,"For a few days now, I've been suffering from a headache and chest pain, but today the dizziness and lack of balance got considerably worse.","अब कुछ दिनों के लिए, मैं सिरदर्द और सीने में दर्द से पीड़ित हूं, लेकिन आज चक्कर आना और संतुलन की कमी काफी खराब हो गई।","কিছু দিন ধরে, আমি মাথা ব্যথা এবং বুকে ব্যথায় ভুগছি, তবে আজ মাথা ঘোরা এবং ভারসাম্যের অভাব যথেষ্ট খারাপ হয়ে উঠেছে।"
87,Hypertension,"I was at work when I started feeling a headache, chest pain, and dizziness. It's been hard for me to concentrate and focus on my tasks since then.","मैं काम पर था जब मैंने सिरदर्द, सीने में दर्द और चक्कर आना शुरू कर दिया। तब से मेरे कार्यों पर ध्यान केंद्रित करना और ध्यान केंद्रित करना मेरे लिए कठिन है।","আমি যখন মাথা ব্যথা, বুকে ব্যথা এবং মাথা ঘোরা অনুভব করতে শুরু করি তখন আমি কর্মস্থলে ছিলাম। তখন থেকে আমার কাজগুলিতে মনোনিবেশ করা এবং মনোনিবেশ করা আমার পক্ষে কঠিন ছিল।"
88,Hypertension,"When I first experienced a headache, chest pain, and lightheadedness, I was at work. Since then, it has been challenging for me to focus and concentrate on my work.","जब मैंने पहली बार सिरदर्द, सीने में दर्द और प्रकाशस्तंभ का अनुभव किया, तो मैं काम पर था। तब से, मेरे लिए अपने काम पर ध्यान केंद्रित करना और ध्यान केंद्रित करना चुनौतीपूर्ण रहा है।","আমি যখন প্রথম মাথা ব্যাথা, বুকে ব্যথা এবং হালকা মাথাব্যথা অনুভব করি তখন আমি কাজ করছিলাম। সেই থেকে, আমার কাজের প্রতি মনোনিবেশ করা এবং মনোনিবেশ করা আমার পক্ষে চ্যালেঞ্জ ছিল।"
89,Hypertension,"I was in the middle of a workout when I suddenly developed a headache, chest pain, and dizziness. It's been hard for me to maintain my balance since then","मैं एक कसरत के बीच में था जब मैंने अचानक सिरदर्द, सीने में दर्द और चक्कर आना विकसित किया। तब से अपना संतुलन बनाए रखना मेरे लिए कठिन है","আমি যখন হঠাৎ মাথা ব্যথা, বুকে ব্যথা এবং মাথা ঘোরা বিকাশ করেছি তখন আমি একটি ওয়ার্কআউটের মাঝখানে ছিলাম। তখন থেকে আমার ভারসাম্য বজায় রাখা আমার পক্ষে কঠিন ছিল"
90,Hypertension,"I instantly experienced a headache, chest pain, and dizziness while working out. Since then, it has been challenging for me to keep my balance.","मैंने तुरंत काम करते समय सिरदर्द, सीने में दर्द और चक्कर आना का अनुभव किया। तब से, मेरे लिए अपना संतुलन बनाए रखना चुनौतीपूर्ण रहा है।","আমি তাত্ক্ষণিকভাবে মাথাব্যথা, বুকে ব্যথা এবং মাথা ঘামানোর সময় অনুভব করেছি। সেই থেকে আমার ভারসাম্য বজায় রাখা আমার পক্ষে চ্যালেঞ্জিং ছিল।"
91,Hypertension,"I have been feeling fine all day, but suddenly developed a headache, chest pain, and dizziness while driving home from work. It's been hard for me to focus and concentrate on the road since then.","मैं पूरे दिन ठीक महसूस कर रहा हूं, लेकिन अचानक काम से घर चलाने के दौरान सिरदर्द, सीने में दर्द और चक्कर आना। तब से सड़क पर ध्यान केंद्रित करना और ध्यान केंद्रित करना मेरे लिए कठिन है।","আমি সারাদিন ভাল বোধ করছি, তবে হঠাৎ করে কাজ থেকে বাড়ি গাড়ি চালানোর সময় মাথা ব্যথা, বুকে ব্যথা এবং মাথা ঘোরা গড়ে উঠেছে। তখন থেকে রাস্তায় মনোনিবেশ করা এবং মনোনিবেশ করা আমার পক্ষে কঠিন ছিল।"
92,Hypertension,"I felt fine all day, but when I was driving home from work, I suddenly started to have headache, chest discomfort, and dizziness. Since then, it has been challenging for me to concentrate and focus while driving.","मुझे पूरे दिन ठीक लगा, लेकिन जब मैं काम से घर चला रहा था, तो मुझे अचानक सिरदर्द, सीने की परेशानी और चक्कर आना शुरू हो गया। तब से, ड्राइविंग करते समय ध्यान केंद्रित करना और ध्यान केंद्रित करना मेरे लिए चुनौतीपूर्ण रहा है।","আমি সারাদিন ভাল অনুভব করেছি, তবে আমি যখন কাজ থেকে বাড়ি গাড়ি চালাচ্ছিলাম তখন হঠাৎ আমার মাথা ব্যথা, বুকের অস্বস্তি এবং মাথা ঘোরা শুরু হয়েছিল। সেই থেকে, ড্রাইভিংয়ের সময় আমার মনোনিবেশ করা এবং ফোকাস করা চ্যালেঞ্জ ছিল।"
93,Hypertension,"I was out shopping when I started feeling a headache, chest pain, and dizziness. It's been hard for me to focus and concentrate on my tasks since then.","मैं खरीदारी कर रहा था जब मुझे सिरदर्द, सीने में दर्द और चक्कर आना शुरू हो गया। तब से मेरे कार्यों पर ध्यान केंद्रित करना और ध्यान केंद्रित करना मेरे लिए कठिन है।","আমি যখন মাথাব্যথা, বুকে ব্যথা এবং মাথা ঘোরা অনুভব করতে শুরু করি তখন আমি কেনাকাটা থেকে বের ছিলাম। তখন থেকে আমার কাজগুলিতে মনোনিবেশ করা এবং মনোনিবেশ করা আমার পক্ষে কঠিন ছিল।"
94,Hypertension,"When I first experienced a headache, chest pain, and lightheadedness, I was out shopping. Since then, it has been difficult for me to concentrate on my work.","जब मैंने पहली बार सिरदर्द, सीने में दर्द और प्रकाशस्तंभ का अनुभव किया, तो मैं खरीदारी कर रहा था। तब से, मेरे लिए अपने काम पर ध्यान केंद्रित करना मुश्किल हो गया है।","আমি যখন প্রথম মাথা ব্যথা, বুকে ব্যথা এবং হালকা মাথাব্যথার অভিজ্ঞতা পেয়েছি তখন আমি কেনাকাটা করতে বেরিয়েছিলাম। সেই থেকে আমার কাজের প্রতি মনোনিবেশ করা আমার পক্ষে কঠিন ছিল।"
95,Hypertension,"I woke up this morning feeling fine, but as the day went on, I started experiencing a headache, chest pain, and dizziness. It's been hard for me to focus and concentrate on my work since then.","मैं आज सुबह ठीक महसूस कर रहा था, लेकिन जैसे -जैसे दिन बीतता गया, मुझे सिरदर्द, सीने में दर्द और चक्कर आना शुरू हो गया। तब से मेरे काम पर ध्यान केंद्रित करना और ध्यान केंद्रित करना मेरे लिए कठिन है।","আমি আজ সকালে ঘুম থেকে উঠেছি ভাল লাগছে, কিন্তু দিনটি চলার সাথে সাথে আমি মাথা ব্যথা, বুকে ব্যথা এবং মাথা ঘোরা শুরু করতে শুরু করি। তখন থেকেই আমার কাজের দিকে মনোনিবেশ করা এবং মনোনিবেশ করা আমার পক্ষে কঠিন ছিল।"
96,Hypertension,"I felt good when I woke up this morning, but as the day wore on, I began to feel headachey, sick to my stomach, and dizzy. Since then, it has been challenging for me to concentrate and focus on my work.","मुझे अच्छा लगा जब मैं आज सुबह उठा, लेकिन जैसे -जैसे दिन पहना जाता, मैं सिर परती महसूस करने लगा, मेरे पेट में बीमार, और चक्कर आ गया। तब से, मेरे लिए अपने काम पर ध्यान केंद्रित करना और ध्यान केंद्रित करना चुनौतीपूर्ण रहा है।","আমি আজ সকালে ঘুম থেকে উঠলে আমি ভাল অনুভব করেছি, তবে দিনটি যখনই এটি ছিল, আমি মাথা ব্যথা অনুভব করতে শুরু করি, আমার পেটে অসুস্থ এবং চঞ্চল হয়ে পড়েছিলাম। সেই থেকে, আমার পক্ষে মনোনিবেশ করা এবং আমার কাজের দিকে মনোনিবেশ করা আমার পক্ষে চ্যালেঞ্জ ছিল।"
97,Hypertension,"I was in the middle of a meeting when I suddenly developed a headache, chest pain, and dizziness. It's been hard for me to focus and concentrate on the discussion since then.","मैं एक बैठक के बीच में था जब मैंने अचानक सिरदर्द, सीने में दर्द और चक्कर आना विकसित किया। तब से चर्चा पर ध्यान केंद्रित करना और ध्यान केंद्रित करना मेरे लिए कठिन है।","আমি যখন হঠাৎ মাথা ব্যথা, বুকে ব্যথা এবং মাথা ঘোরা বিকাশ করেছি তখন আমি একটি সভার মাঝামাঝি ছিলাম। তখন থেকে আলোচনায় মনোনিবেশ করা এবং মনোনিবেশ করা আমার পক্ষে কঠিন ছিল।"
98,Hypertension,"I suddenly experienced a headache, chest pain, and dizziness in the middle of a conference. Since then, it has been challenging for me to concentrate and focus on the topic.","मैंने अचानक एक सम्मेलन के बीच में सिरदर्द, सीने में दर्द और चक्कर आना का अनुभव किया। तब से, मेरे लिए इस विषय पर ध्यान केंद्रित करना और ध्यान केंद्रित करना चुनौतीपूर्ण रहा है।","আমি হঠাৎ একটি সম্মেলনের মাঝখানে মাথা ব্যথা, বুকে ব্যথা এবং মাথা ঘোরা অনুভব করেছি। সেই থেকে, বিষয়টিতে মনোনিবেশ করা এবং মনোনিবেশ করা আমার পক্ষে চ্যালেঞ্জ ছিল।"
99,Hypertension,"I have been feeling fine all day, but suddenly developed a headache, chest pain, and dizziness while out for a run. It's been hard for me to maintain my balance since then","मैं पूरे दिन ठीक महसूस कर रहा हूं, लेकिन अचानक एक रन के लिए बाहर निकलते समय सिरदर्द, सीने में दर्द और चक्कर आना। तब से अपना संतुलन बनाए रखना मेरे लिए कठिन है","আমি সারাদিন ভাল বোধ করছি, তবে হঠাৎ করে মাথাব্যথা, বুকে ব্যথা এবং মাথা ঘোরা গিয়ে রানের জন্য বেরিয়ে এসেছিল। তখন থেকে আমার ভারসাম্য বজায় রাখা আমার পক্ষে কঠিন ছিল"
100,Migraine,"I have been experiencing acidity and indigestion after meals, as well as frequent headaches and blurred vision.","मैं भोजन के बाद अम्लता और अपच का अनुभव कर रहा हूं, साथ ही साथ लगातार सिरदर्द और धुंधली दृष्टि भी।",আমি খাবারের পরে অম্লতা এবং বদহজমের পাশাপাশি ঘন ঘন মাথা ব্যথা এবং অস্পষ্ট দৃষ্টিভঙ্গি অনুভব করছি।
101,Migraine,"I've been getting frequent headaches and hazy vision, as well as acid reflux and indigestion after meals.","मुझे लगातार सिरदर्द और धुंधला दृष्टि मिल रही है, साथ ही भोजन के बाद एसिड रिफ्लक्स और अपच भी है।","আমি ঘন ঘন মাথাব্যথা এবং আড়ম্বরপূর্ণ দৃষ্টি পেয়েছি, পাশাপাশি খাওয়ার পরে অ্যাসিড রিফ্লাক্স এবং বদহজম।"
102,Migraine,"I have been having trouble with my vision, seeing things as distorted and experiencing visual disturbances.","मुझे अपनी दृष्टि से परेशानी हो रही है, चीजों को विकृत के रूप में देखकर और दृश्य गड़बड़ी का अनुभव करना।","আমি আমার দৃষ্টি নিয়ে সমস্যা করছি, জিনিসগুলি বিকৃত হিসাবে দেখে এবং ভিজ্যুয়াল ব্যাঘাতের অভিজ্ঞতা অর্জন করে।"
103,Migraine,"I've been suffering visual disruptions, seeing things as distorted, and eyesight problems.","मैं दृश्य व्यवधानों को पीड़ित कर रहा हूं, चीजों को विकृत और दृष्टि की समस्याओं के रूप में देख रहा हूं।","আমি ভিজ্যুয়াল বাধাগুলি ভোগ করছি, জিনিসগুলি বিকৃত হিসাবে দেখছি এবং দৃষ্টিশক্তি সমস্যাগুলি দেখছি।"
104,Migraine,"I've been facing visual disruptions, seeing things as distorted, and eyesight difficulties.","मैं दृश्य व्यवधानों का सामना कर रहा हूं, चीजों को विकृत और दृष्टि की कठिनाइयों के रूप में देख रहा हूं।","আমি ভিজ্যুয়াল বাধাগুলির মুখোমুখি হয়েছি, জিনিসগুলি বিকৃত হিসাবে দেখছি এবং দৃষ্টিশক্তি অসুবিধাগুলি দেখছি।"
105,Migraine,"I have been feeling excessively hungry, even after eating, and have had a stiff neck.","मैं खाने के बाद भी अत्यधिक भूखा महसूस कर रहा हूं, और एक कठोर गर्दन है।","আমি খাওয়ার পরেও অত্যধিক ক্ষুধার্ত বোধ করছি, এবং ঘাড়ে কড়া হয়েছে।"
106,Migraine,"I've been facing visual disruptions, seeing things as distorted, and eyesight difficulties.","मैं दृश्य व्यवधानों का सामना कर रहा हूं, चीजों को विकृत और दृष्टि की कठिनाइयों के रूप में देख रहा हूं।","আমি ভিজ্যুয়াল বাধাগুলির মুখোমুখি হয়েছি, জিনিসগুলি বিকৃত হিসাবে দেখছি এবং দৃষ্টিশক্তি অসুবিধাগুলি দেখছি।"
107,Migraine,"I've been grumpy and gloomy lately, and I've also noticed a change in my vision.","मैं हाल ही में क्रोधी और उदास हो गया हूं, और मैंने अपनी दृष्टि में बदलाव भी देखा है।",আমি ইদানীং কৃপণ এবং অন্ধকার হয়ে পড়েছি এবং আমি আমার দৃষ্টিভঙ্গির পরিবর্তনও লক্ষ্য করেছি।
108,Migraine,"I have been feeling depressed and irritable, and have noticed a change in my vision.","मैं उदास और चिड़चिड़ा महसूस कर रहा हूं, और अपनी दृष्टि में बदलाव देखा है।",আমি হতাশাগ্রস্ত ও খিটখিটে বোধ করছি এবং আমার দৃষ্টিভঙ্গির পরিবর্তন লক্ষ্য করেছি।
109,Migraine,"I've been irritated and depressed lately, and I've also noticed a change in my vision.","मैं हाल ही में चिढ़ और उदास हो गया हूं, और मैंने अपनी दृष्टि में बदलाव भी देखा है।",আমি ইদানীং বিরক্ত ও হতাশ হয়ে পড়েছি এবং আমি আমার দৃষ্টিভঙ্গির পরিবর্তনও লক্ষ্য করেছি।
110,Migraine,"Along with recurrent headaches and blurred vision, I suffer acid reflux and trouble digesting my food.","आवर्तक सिरदर्द और धुंधली दृष्टि के साथ, मैं एसिड रिफ्लक्स और अपने भोजन को पचाने में परेशानी करता हूं।",পুনরাবৃত্ত মাথাব্যথা এবং অস্পষ্ট দৃষ্টিভঙ্গির পাশাপাশি আমি অ্যাসিড রিফ্লাক্স এবং আমার খাবার হজম করতে সমস্যায় ভুগছি।
111,Migraine,"I have been experiencing acid reflux and difficulty digesting my food, along with regular headaches and impaired vision","मैं एसिड रिफ्लक्स का अनुभव कर रहा हूं और अपने भोजन को पचाने में कठिनाई कर रहा हूं, साथ ही नियमित सिरदर्द और बिगड़ा हुआ दृष्टि",আমি নিয়মিত মাথাব্যথা এবং প্রতিবন্ধী দৃষ্টি সহ অ্যাসিড রিফ্লাক্স এবং আমার খাবার হজম করতে অসুবিধা বোধ করছি
112,Migraine,"I have been feeling hungry all the time and have had a sore neck, as well as problems with my vision.","मैं हर समय भूखा महसूस कर रहा हूं और एक गले में खराश है, साथ ही साथ मेरी दृष्टि के साथ समस्याएं भी हैं।","আমি সারাক্ষণ ক্ষুধার্ত বোধ করছি এবং ঘাড়ে ঘা পেয়েছি, পাশাপাশি আমার দৃষ্টি নিয়ে সমস্যা রয়েছে।"
113,Migraine,"In addition to having a stiff neck and eye issues, I have been always hungry.","एक कठोर गर्दन और आंखों के मुद्दों के अलावा, मैं हमेशा भूखा रहा हूं।","শক্ত ঘাড় এবং চোখের সমস্যাগুলি ছাড়াও, আমি সর্বদা ক্ষুধার্ত ছিলাম।"
114,Migraine,"I have been experiencing acidity, indigestion, headaches, and blurred and distorted vision, as well as excessive hunger, a stiff neck, depression, irritability, and visual disturbance.","मैं अम्लता, अपच, सिरदर्द, और धुंधली और विकृत दृष्टि का अनुभव कर रहा हूं, साथ ही साथ अत्यधिक भूख, एक कठोर गर्दन, अवसाद, चिड़चिड़ापन और दृश्य गड़बड़ी।","আমি অম্লতা, বদহজম, মাথা ব্যথা এবং অস্পষ্ট এবং বিকৃত দৃষ্টিভঙ্গি, পাশাপাশি অতিরিক্ত ক্ষুধা, একটি শক্ত ঘাড়, হতাশা, বিরক্তিকরতা এবং ভিজ্যুয়াল ব্যাঘাতের অভিজ্ঞতা অর্জন করছি।"
115,Migraine,"Along with excessive appetite, a stiff neck, depression, impatience, and visual disturbance, I've also been having indigestion, headaches, blurred vision, and acid reflux.","अत्यधिक भूख, एक कठोर गर्दन, अवसाद, अधीरता और दृश्य गड़बड़ी के साथ, मैं अपच, सिरदर्द, धुंधली दृष्टि और एसिड भाटा भी कर रहा हूं।","অতিরিক্ত ক্ষুধা, একটি শক্ত ঘাড়, হতাশা, অধৈর্যতা এবং ভিজ্যুয়াল ব্যাঘাতের পাশাপাশি আমি বদহজম, মাথা ব্যথা, অস্পষ্ট দৃষ্টি এবং অ্যাসিড রিফ্লাক্সও করছি।"
116,Migraine,"Along with excessive appetite, a stiff neck, depression, impatience, and visual disturbance, I've also been suffering indigestion, headaches, blurred vision, and stomach problems.","अत्यधिक भूख, एक कठोर गर्दन, अवसाद, अधीरता और दृश्य गड़बड़ी के साथ, मैं अपच, सिरदर्द, धुंधली दृष्टि और पेट की समस्याओं से भी पीड़ित हूं।","অতিরিক্ত ক্ষুধা, একটি শক্ত ঘাড়, হতাশা, অধৈর্যতা এবং ভিজ্যুয়াল ব্যাঘাতের পাশাপাশি আমি বদহজম, মাথাব্যথা, ঝাপসা দৃষ্টি এবং পেটের সমস্যায় ভুগছি।"
117,Migraine,"I have been suffering from acid reflux, indigestion, frequent headaches, and impaired vision, as well as excessive hunger, a sore neck, depression, irritability, and visual disturbance.","मैं एसिड रिफ्लक्स, अपच, लगातार सिरदर्द और बिगड़ा हुआ दृष्टि, साथ ही अत्यधिक भूख, एक गले में खराश, अवसाद, चिड़चिड़ापन और दृश्य गड़बड़ी से पीड़ित रहा हूं।","আমি অ্যাসিড রিফ্লাক্স, বদহজম, ঘন ঘন মাথাব্যথা এবং প্রতিবন্ধী দৃষ্টিতে ভুগছি, পাশাপাশি অতিরিক্ত ক্ষুধা, ঘা ঘা, হতাশা, বিরক্তিকরতা এবং ভিজ্যুয়াল ব্যাঘাত।"
118,Migraine,"Along with increased hunger, a sore neck, melancholy, impatience, and visual distortion, I've also been experiencing acid reflux, indigestion, frequent headaches, and blurred eyesight.","बढ़ी हुई भूख, एक गले में खराश, उदासी, अधीरता और दृश्य विरूपण के साथ, मैं भी एसिड भाटा, अपच, लगातार सिरदर्द और धुंधली दृष्टि का अनुभव कर रहा हूं।","ক্ষুধা বাড়ার পাশাপাশি ঘাড়ে ঘাড়, মেলানকোলি, অধৈর্যতা এবং ভিজ্যুয়াল বিকৃতি সহ আমি অ্যাসিড রিফ্লাক্স, বদহজম, ঘন ঘন মাথা ব্যথা এবং ঝাপসা দৃষ্টিশক্তিও অনুভব করছি।"
119,Migraine,"Together with increased hunger, a sore neck, anxiety, irritation, and visual distortion, I've also been experiencing acid reflux, indigestion, frequent headaches, and impaired eyesight.","साथ में बढ़ी हुई भूख, एक गले में खराश, चिंता, जलन और दृश्य विरूपण, मैं भी एसिड भाटा, अपच, बार -बार सिरदर्द और बिगड़ा हुआ दृष्टि का अनुभव कर रहा हूं।","একসাথে বর্ধিত ক্ষুধা, ঘাড়ে ঘা, উদ্বেগ, জ্বালা এবং ভিজ্যুয়াল বিকৃতি সহ, আমি অ্যাসিড রিফ্লাক্স, বদহজম, ঘন ঘন মাথাব্যথা এবং প্রতিবন্ধী দৃষ্টিশক্তিও অনুভব করছি।"
120,Migraine,"I have been experiencing digestive issues, including acidity and indigestion, as well as regular headaches and distorted vision, excessive hunger, a stiff neck, depression, irritability, and visual disturbance.","मैं अम्लता और अपच सहित पाचन मुद्दों का अनुभव कर रहा हूं, साथ ही साथ नियमित सिरदर्द और विकृत दृष्टि, अत्यधिक भूख, एक कठोर गर्दन, अवसाद, चिड़चिड़ापन और दृश्य गड़बड़ी।","আমি অ্যাসিডিটি এবং বদহজম, পাশাপাশি নিয়মিত মাথাব্যথা এবং বিকৃত দৃষ্টি, অতিরিক্ত ক্ষুধা, একটি শক্ত ঘাড়, হতাশা, বিরক্তিকরতা এবং ভিজ্যুয়াল ব্যাঘাত সহ হজম সমস্যাগুলি অনুভব করছি।"
121,Migraine,"In addition to recurrent headaches and blurred vision, increased appetite, a stiff neck, sadness, irritability, and visual disturbance, I have been having stomach problems, including indigestion and acidity.","आवर्तक सिरदर्द और धुंधली दृष्टि के अलावा, भूख में वृद्धि, एक कठोर गर्दन, उदासी, चिड़चिड़ापन और दृश्य गड़बड़ी, मुझे पेट की समस्याएं हो रही हैं, जिसमें अपच और अम्लता शामिल है।","পুনরাবৃত্ত মাথাব্যথা এবং অস্পষ্ট দৃষ্টি, ক্ষুধা বাড়ানো, একটি শক্ত ঘাড়, দুঃখ, বিরক্তিকরতা এবং ভিজ্যুয়াল ব্যাঘাতের পাশাপাশি আমার বদহজম এবং অম্লতা সহ পেটের সমস্যা হচ্ছে।"
122,Migraine,"In add to frequent headaches and blurred vision, increased appetite, a stiff neck, anxiety, irritability, and visual disturbance, I have been having stomach problems, including indigestion and acidity.","लगातार सिरदर्द और धुंधली दृष्टि में जोड़ें, भूख में वृद्धि, एक कठोर गर्दन, चिंता, चिड़चिड़ापन और दृश्य गड़बड़ी, मुझे पेट की समस्याएं हो रही हैं, जिसमें अपच और अम्लता शामिल है।","ঘন ঘন মাথাব্যথা এবং ঝাপসা দৃষ্টিতে যোগ করা, ক্ষুধা বাড়ানো, একটি শক্ত ঘাড়, উদ্বেগ, বিরক্তিকরতা এবং ভিজ্যুয়াল ব্যাঘাত, আমার বদহজম এবং অম্লতা সহ পেটের সমস্যা হচ্ছে।"
123,Migraine,"I have been struggling with acid reflux, indigestion, and headaches, as well as blurred and distorted vision, excessive hunger, a sore neck, depression, irritability, and visual disturbance.","मैं एसिड रिफ्लक्स, अपच, और सिरदर्द के साथ -साथ धुंधली और विकृत दृष्टि, अत्यधिक भूख, एक गले में खराश, अवसाद, चिड़चिड़ापन और दृश्य गड़बड़ी के साथ संघर्ष कर रहा हूं।","আমি অ্যাসিড রিফ্লাক্স, বদহজম এবং মাথা ব্যথার পাশাপাশি ঝাপসা ও বিকৃত দৃষ্টি, অতিরিক্ত ক্ষুধা, ঘা ঘা, হতাশা, বিরক্তিকরতা এবং ভিজ্যুয়াল ব্যাঘাতের সাথে লড়াই করে যাচ্ছি।"
124,Migraine,"Along with headaches, indigestion, acid reflux, excessive appetite, a sore neck, sadness, impatience, and visual disturbance, I have also been experiencing blurred and distorted vision.","सिरदर्द, अपच, एसिड रिफ्लक्स, अत्यधिक भूख, एक गले में खराश, उदासी, अधीरता और दृश्य गड़बड़ी के साथ, मैं भी धुंधली और विकृत दृष्टि का अनुभव कर रहा हूं।","মাথাব্যথা, বদহজম, অ্যাসিড রিফ্লাক্স, অতিরিক্ত ক্ষুধা, ঘা ঘা, দুঃখ, অধৈর্যতা এবং ভিজ্যুয়াল ব্যাঘাতের পাশাপাশি আমি অস্পষ্ট এবং বিকৃত দৃষ্টিভঙ্গিও অনুভব করছি।"
125,Migraine,"Along with headaches, indigestion, acid reflux, excessive appetite, a sore neck, sadness, impatience, and visual disturbance, I have also been feeling blurred and distorted vision.","सिरदर्द, अपच, एसिड रिफ्लक्स, अत्यधिक भूख, एक गले में खराश, उदासी, अधीरता और दृश्य गड़बड़ी के साथ, मैं भी धुंधली और विकृत दृष्टि महसूस कर रहा हूं।","মাথাব্যথা, বদহজম, অ্যাসিড রিফ্লাক্স, অতিরিক্ত ক্ষুধা, ঘা ঘা, দুঃখ, অধৈর্যতা এবং ভিজ্যুয়াল ব্যাঘাতের পাশাপাশি আমিও অস্পষ্ট এবং বিকৃত দৃষ্টি অনুভব করছি।"
126,Migraine,"I have been experiencing digestive issues, including acidity and indigestion, as well as frequent headaches and impaired vision, excessive hunger, a stiff neck, depression, irritability, and visual disturbance","मैं अम्लता और अपच सहित पाचन मुद्दों का अनुभव कर रहा हूं, साथ ही साथ लगातार सिरदर्द और बिगड़ा हुआ दृष्टि, अत्यधिक भूख, एक कठोर गर्दन, अवसाद, चिड़चिड़ापन और दृश्य गड़बड़ी","আমি অ্যাসিডিটি এবং বদহজম, পাশাপাশি ঘন ঘন মাথাব্যথা এবং প্রতিবন্ধী দৃষ্টি, অতিরিক্ত ক্ষুধা, একটি শক্ত ঘাড়, হতাশা, বিরক্তিকরতা এবং ভিজ্যুয়াল ব্যাঘাত সহ হজম সমস্যাগুলি অনুভব করছি"
127,Migraine,"Acidity and indigestion are among the digestive problems I've been having, along with regular headaches, blurred vision, increased hunger, stiff neck, sadness, impatience, and visual disruption.","अम्लता और अपच पाचन समस्याओं में से हैं, जो मेरे पास हैं, साथ ही नियमित सिरदर्द, धुंधली दृष्टि, बढ़ी हुई भूख, कठोर गर्दन, उदासी, अधीरता और दृश्य व्यवधान।","নিয়মিত মাথাব্যথা, ঝাপসা দৃষ্টি, ক্ষুধা, কড়া ঘাড়, দুঃখ, অধৈর্যতা এবং ভিজ্যুয়াল বিঘ্নের পাশাপাশি আমার যে হজম সমস্যা রয়েছে তার মধ্যে অম্লতা এবং বদহজম।"
128,Migraine,"I have been suffering from acid reflux, indigestion, and regular headaches, as well as distorted vision, excessive hunger, a sore neck, depression, irritability, and visual disturbance.","मैं एसिड रिफ्लक्स, अपच, और नियमित सिरदर्द, साथ ही विकृत दृष्टि, अत्यधिक भूख, एक गले में खराश, अवसाद, चिड़चिड़ापन और दृश्य गड़बड़ी से पीड़ित रहा हूं।","আমি অ্যাসিড রিফ্লাক্স, বদহজম এবং নিয়মিত মাথাব্যথা, পাশাপাশি বিকৃত দৃষ্টি, অতিরিক্ত ক্ষুধা, ঘাড়ে ঘা, হতাশা, বিরক্তিকরতা এবং ভিজ্যুয়াল ব্যাঘাতে ভুগছি।"
129,Migraine,"Along with distorted eyesight, excessive appetite, a painful neck, melancholy, irritability, and regular headaches, I have also been experiencing acid reflux, indigestion, and regular headaches.","विकृत दृष्टि, अत्यधिक भूख, एक दर्दनाक गर्दन, उदासी, चिड़चिड़ापन, और नियमित सिरदर्द के साथ, मैं भी एसिड भाटा, अपच और नियमित सिरदर्द का अनुभव कर रहा हूं।","বিকৃত দৃষ্টিশক্তি, অত্যধিক ক্ষুধা, বেদনাদায়ক ঘাড়, বিরক্তিকর, বিরক্তিকরতা এবং নিয়মিত মাথাব্যথার পাশাপাশি আমি অ্যাসিড রিফ্লাক্স, বদহজম এবং নিয়মিত মাথাব্যথাও অনুভব করছি।"
130,Migraine,"Along with distorted eyesight, excessive appetite, a painful neck, anxiety, irritability, and regular headaches, I have also been battling acid reflux, indigestion, and regular headaches.","विकृत दृष्टि, अत्यधिक भूख, एक दर्दनाक गर्दन, चिंता, चिड़चिड़ापन और नियमित सिरदर्द के साथ, मैं एसिड भाटा, अपच और नियमित सिरदर्द से भी जूझ रहा हूं।","বিকৃত দৃষ্টিশক্তি, অতিরিক্ত ক্ষুধা, বেদনাদায়ক ঘাড়, উদ্বেগ, বিরক্তিকরতা এবং নিয়মিত মাথাব্যথার পাশাপাশি আমি অ্যাসিড রিফ্লাক্স, বদহজম এবং নিয়মিত মাথাব্যথার সাথে লড়াই করে যাচ্ছি।"
131,Migraine,"I have been experiencing acidity, indigestion, and frequent headaches, as well as blurred and distorted vision, excessive hunger, a stiff neck, depression, irritability, and visual disturbance.","मैं अम्लता, अपच और लगातार सिरदर्द का अनुभव कर रहा हूं, साथ ही धुंधली और विकृत दृष्टि, अत्यधिक भूख, एक कठोर गर्दन, अवसाद, चिड़चिड़ापन और दृश्य गड़बड़ी।","আমি অম্লতা, বদহজম এবং ঘন ঘন মাথাব্যথা, পাশাপাশি অস্পষ্ট এবং বিকৃত দৃষ্টি, অতিরিক্ত ক্ষুধা, একটি শক্ত ঘাড়, হতাশা, বিরক্তিকরতা এবং ভিজ্যুয়াল ব্যাঘাতের অভিজ্ঞতা অর্জন করছি।"
